# entry,name,subclass,displayid,inventory_type,item_level,required_level,dmg_min,dmg_max,dmg_type,delay,quality
37535,Stave of the Windborn,10,50137,17,138,0,157.0,290.0,0,3000,2
37537,Stave of the Spiritcaller,10,50142,17,138,0,157.0,290.0,0,3000,2
37547,Fireborn Warhammer,4,50203,13,138,0,148.0,276.0,0,2500,2
37708,Stick,14,20618,17,1,0,2.0,4.0,0,3000,1
37892,Green Brewfest Stein,14,50189,13,5,1,0.0,2.0,0,2500,3
37893,Filled Green Brewfest Stein,14,59619,13,5,1,0.0,2.0,0,2500,3
37894,Filled Green Brewfest Stein,14,59619,13,5,1,0.0,2.0,0,2500,3
37895,Filled Green Brewfest Stein,14,59619,13,5,1,0.0,2.0,0,2500,3
37896,Filled Green Brewfest Stein,14,59619,13,5,1,0.0,2.0,0,2500,3
37897,Filled Green Brewfest Stein,14,59619,13,5,1,0.0,2.0,0,2500,3
38126,Frostbite Warstaff,10,50143,17,146,0,163.0,301.0,0,3000,2
38127,Carved Dragonbone Mace,4,50208,21,146,0,53.0,170.0,0,2200,2
38128,Staff of the Spiked Beast,10,50146,17,146,0,275.0,413.0,0,3000,2
38129,Staff of the Ley Mender,10,50141,17,146,0,163.0,301.0,0,3000,2
38130,Emme's Lost Spellblade,15,51365,21,146,0,36.0,116.0,0,1500,2
38131,Staff of Ruby Wood,10,50139,17,146,0,163.0,301.0,0,3000,2
38132,Moonrest Garden Stave,10,50147,17,146,0,163.0,301.0,0,3000,2
38133,Timeshattered Spire,10,50146,17,146,0,330.0,495.0,0,3600,2
38134,Bloodtinged Spellblade,15,51364,21,146,0,36.0,116.0,0,1500,2
38135,Mace of the Fallen Raven Priest,4,50197,21,146,0,53.0,170.0,0,2200,2
38137,Endurance of the Spell Warder,10,50144,17,146,0,163.0,301.0,0,3000,2
38138,Keldonus's Missing Spellshard,15,51367,21,146,0,36.0,116.0,0,1500,2
38140,DB50 Spell Staff4,10,49232,17,146,0,163.0,302.0,0,3000,2
38141,Coldwind Scratching Pole,10,50138,17,146,0,275.0,413.0,0,3000,2
38142,Infused Dragonbone Splinter,15,51366,21,146,0,36.0,116.0,0,1500,2
38143,Composite Harpyspine Staff,10,50137,17,146,0,163.0,301.0,0,3000,2
38146,Gleaming Iceblade,7,51377,13,146,0,154.0,286.0,0,2500,2
38148,Chilled Headsmasher,5,51381,17,146,0,320.0,481.0,0,3500,2
38150,Imported Ironshod Crossbow,18,50167,26,146,0,156.0,290.0,0,2800,2
38151,Daschal's Discarded Shiv,15,50122,13,146,0,86.0,160.0,0,1400,2
38152,Mace of the Violet Guardian,4,50208,13,146,0,104.0,195.0,0,1700,2
38153,Mana Infused Claw,13,51171,22,146,0,148.0,275.0,0,2400,2
38154,Taigasha,7,51380,13,146,0,166.0,309.0,0,2700,2
38155,Shortblade of the Ruby Ally,15,50121,13,146,0,104.0,195.0,0,1700,2
38156,Battered Magnataur Dualblade,1,49227,17,146,0,348.0,523.0,0,3800,2
38157,Longbow of the Ruby Rider,2,50152,15,146,0,167.0,311.0,0,3000,2
38169,Keen Woodland Shank,15,51168,13,146,0,111.0,206.0,0,1800,2
38170,Spiked Coldwind Club,4,50201,13,146,0,160.0,298.0,0,2600,2
38171,Battleworn Magnataur Crusher,5,50325,17,146,0,330.0,495.0,0,3600,2
38172,Crossbow of the Hardened Ranger,18,50166,26,146,0,156.0,290.0,0,2800,2
38173,Dagger of the Returning Past,15,51403,13,146,0,92.0,172.0,0,1500,2
38174,Time-Bending Smasher,4,50206,13,146,0,98.0,183.0,0,1600,2
38176,Stronghold Battlemace,4,49201,13,146,0,160.0,298.0,0,2600,2
38177,Siege Captain's Gun,3,51174,26,146,0,156.0,290.0,0,2800,2
38178,Battlement Enforcer's Axe,1,50338,17,146,0,302.0,454.0,0,3300,2
38181,Warblade of the Forgotten Footman,8,50329,17,146,0,311.0,468.0,0,3400,2
38187,Reactive Waraxe,0,51464,13,146,0,166.0,309.0,0,2700,2
38188,Claw of the Undead Ravager,13,51171,22,146,0,86.0,160.0,0,1400,2
38189,Backtwister,15,49207,13,146,0,111.0,206.0,0,1800,2
38190,Scourgeslayer's Shank,15,49206,13,146,0,80.0,149.0,0,1300,2
38191,Compact Explosive Delivery Device,15,50130,13,146,0,111.0,206.0,0,1800,2
38194,Mageslayer Rifle,3,29163,26,146,0,172.0,321.0,0,3100,2
38195,Magister's Bane,8,49223,17,146,0,320.0,481.0,0,3500,2
38196,Bloodsmeared Brutalizer,0,51463,13,146,0,160.0,298.0,0,2600,2
38197,Mounted Boneshredder,1,51385,17,146,0,302.0,454.0,0,3300,2
38198,Joint-Severing Quickblade,7,51402,13,146,0,104.0,195.0,0,1700,2
38202,Twig of Happy Reminders,19,57176,26,146,0,238.0,442.0,2,2100,2
38206,Wand of Blinding Light,19,56894,26,146,0,181.0,337.0,1,1600,2
38207,Wand of Purifying Fire,19,56895,26,146,0,204.0,379.0,2,1800,2
38208,Valiance Longbow,2,50157,15,138,0,155.0,289.0,0,2900,2
38237,Axe of Frozen Death,1,53056,17,138,0,341.0,513.0,0,3600,3
38238,Borean Smasher,13,51110,21,138,0,178.0,332.0,0,2800,3
38239,Tower of the Infinite Mind,10,49232,17,138,0,168.0,311.0,0,3000,3
38240,Staff of the Purposeful Mendicant,10,49232,17,138,0,168.0,311.0,0,3000,3
38241,Fury of the Raging Dragon,3,50850,26,138,0,178.0,332.0,0,3100,3
38242,Fang of the Desolate Soul,15,49207,13,138,0,115.0,214.0,0,1800,3
38262,Well-Worn Bat,10,20309,17,1,1,2.0,4.0,0,3400,0
38632,Greatsword of the Ebon Blade,8,52261,17,70,0,164.0,247.0,0,3400,3
38633,Greataxe of the Ebon Blade,1,50966,17,70,0,164.0,247.0,0,3400,3
38707,Runed Soulblade,8,51427,17,65,0,142.0,214.0,0,3200,3
39073,Root of the Everlasting,19,56893,26,138,0,174.0,324.0,3,1600,2
39109,Branch of the Roaming Spirit,10,51382,17,154,0,286.0,429.0,0,3000,2
39110,Staff of Righteous Vengeance,10,51382,17,154,0,276.0,415.0,0,2900,2
39112,Talon of Freedom,13,51152,21,154,0,173.0,322.0,0,2700,2
39113,Jagged Troll Render,13,51171,22,154,0,147.0,274.0,0,2300,2
39114,Axe of the Warlord's Demise,1,49227,17,154,0,257.0,387.0,0,2700,2
39115,Axe of Bloodstained Ice,1,49227,17,174,0,392.0,589.0,0,3700,2
39116,Grinder of Reverse Emancipation,5,50325,17,154,0,334.0,501.0,0,3500,2
39117,Liberator's Blade,8,50329,17,154,0,343.0,515.0,0,3600,2
39119,Bondsniper,3,51174,26,154,0,168.0,313.0,0,2900,2
39120,Spire of Soaring Rumination,10,50137,17,154,0,170.0,313.0,0,3000,2
39121,Cultist's Cauldron Stirrer,10,50146,17,174,0,181.0,336.0,0,2900,2
39125,Beaked Dagger,15,50122,13,154,0,89.0,167.0,0,1400,2
39127,Serrated Cold-Iron Slicer,7,50266,13,154,0,102.0,191.0,0,1600,2
39128,Yoke Slasher,7,51377,13,154,0,167.0,310.0,0,2600,2
39129,Spike of Renounced Autonomy,15,49207,13,154,0,115.0,215.0,0,1800,2
39130,Corrupter's Shanker,15,49207,13,174,0,128.0,239.0,0,1800,2
39131,Warbling Crossbow,18,50166,26,154,0,179.0,334.0,0,3100,2
39132,Sword of the Caged Mind,7,49221,21,154,0,40.0,129.0,0,1600,2
39133,Necrolord's Sacrificial Dagger,15,51365,21,174,0,42.0,134.0,0,1500,2
39134,Bow of Regression,2,50152,15,174,0,193.0,360.0,0,3000,2
39135,Wyrmstalker's Bow,2,50149,15,174,0,180.0,336.0,0,2800,2
39136,Reanimator's Hacker,0,51463,13,174,0,185.0,345.0,0,2600,2
39138,Deadly Razordarts,16,40005,25,174,0,176.0,328.0,0,1900,2
39142,Mace of Helotry,4,50208,21,154,0,56.0,177.0,0,2200,2
39143,Writhing Mace,4,50208,21,174,0,62.0,197.0,0,2200,2
39144,Twisted Hooligan Whacker,4,49201,13,174,0,185.0,345.0,0,2600,2
39202,Rusted Pitchfork,6,7464,17,7,0,5.0,8.0,0,2100,0
39371,Keleseth's Persuader,7,8078,13,70,0,35.0,66.0,0,1300,1
39486,Hemet's Trophy Gun,3,50534,26,162,0,190.0,353.0,0,2900,3
39487,Dragon Slayer's Shortbow,2,51909,15,162,0,183.0,341.0,0,2800,3
39488,Nesingwary Brush Burner,19,56888,26,162,0,293.0,545.0,2,2200,3
39490,Dorian's Prybar,16,51910,25,162,0,226.0,421.0,0,2400,3
39784,Staff of the Dutybound,10,50133,17,158,0,282.0,424.0,0,2900,2
39802,Crusader's Greatblade,8,50331,17,158,0,321.0,482.0,0,3300,2
39806,Blade of Diligence,7,52379,13,158,0,170.0,317.0,0,2600,2
39808,Staff of Diligence,10,50136,17,158,0,169.0,311.0,0,2900,2
39818,Frigid Crossbow,18,50160,26,158,0,88.0,165.0,0,1500,2
39820,Blade of Valorous Service,15,50118,13,158,0,98.0,183.0,0,1500,2
39822,Knife of the Dutybound,15,51168,13,158,0,111.0,207.0,0,1700,2
39823,Dutybound Mace of Purity,4,50209,21,158,0,57.0,181.0,0,2200,2
39824,Cleaver of Diligence,1,50342,17,158,0,350.0,526.0,0,3600,2
39826,Bloodletter's Blade,7,51402,13,158,0,111.0,207.0,0,1700,2
39829,High-Strung Bow,2,52411,15,158,0,177.0,330.0,0,3000,2
39830,Fist of Subtlety,13,52404,22,158,0,177.0,329.0,0,2700,2
39852,Victorious Spellblade,15,52429,21,158,0,39.0,124.0,0,1500,2
39853,Thorny Bough of the Light,10,50148,17,158,0,167.0,309.0,0,2900,2
39865,Knuckle of Victory,13,50533,21,158,0,163.0,304.0,0,2500,2
41755,The Fire Extinguisher,14,50146,17,158,0,188.0,352.0,0,3100,3
41815,Icier Barbed Spear,6,60069,17,175,0,372.0,558.0,0,3200,3
41816,De-Raged Waraxe,1,53200,17,175,0,406.0,610.0,0,3500,3
41821,Chilly Slobberknocker,10,53207,17,175,0,214.0,395.0,0,3100,3
41822,Screw-Sprung Fixer-Upper,4,50603,21,175,0,68.0,216.0,0,2200,3
41824,Crimson Cranium Crusher,4,53201,13,175,0,219.0,407.0,0,2800,3
41825,Wodin's Second-Best Shanker,15,53206,13,175,0,140.0,262.0,0,1800,3
41987,Staff of the Sorrowful Chieftain,10,53255,17,175,0,360.0,541.0,0,3100,3
42786,Daschal's Serrated Blade,7,56004,13,174,0,178.0,332.0,0,2500,2
42794,Hardened Vine of the Mauler,10,50147,17,174,0,329.0,494.0,0,3100,2
42799,Snowblind Butcher,8,50326,17,174,0,371.0,557.0,0,3500,2
42807,Blade of the Inception,7,55892,13,174,0,185.0,345.0,0,2600,2
42811,Twisted Reflection,15,56140,21,174,0,50.0,161.0,0,1800,2
42819,Maker's Touch,4,50201,21,174,0,67.0,214.0,0,2400,2
42822,K3 Pachyderm Prevention Device,3,31210,26,174,0,167.0,312.0,0,2600,2
42823,Ricket's Beatstick,4,50199,13,174,0,114.0,212.0,0,1600,2
42824,Maker's Edge,1,51385,17,174,0,360.0,541.0,0,3400,2
42828,Garm's Ward,10,50142,17,174,0,150.0,278.0,0,2400,2
42831,Maiden's Dagger,15,56076,21,174,0,45.0,143.0,0,1600,2
42848,Razor-sharp Icicle,15,50125,13,174,0,128.0,239.0,0,1800,2
42857,Thorim's Riding Crop,10,50141,17,174,0,188.0,348.0,0,3000,2
42858,Crossbow of the Storms,18,56001,26,174,0,180.0,336.0,0,2800,2
42859,Thorim's Crusher,5,50316,17,174,0,350.0,525.0,0,3300,2
42861,Jormungar Fang,15,50121,13,174,0,100.0,186.0,0,1400,2
42862,Hyldnir Painbringer,13,56025,22,174,0,178.0,332.0,0,2500,2
42863,Sharpened Hyldnir Harpoon,16,56113,25,174,0,148.0,276.0,0,1600,2
42868,Hyldnir Headcracker,4,50203,13,174,0,178.0,332.0,0,2500,2
42943,Bloodied Arcanite Reaper,1,23904,17,1,0,1.0,0.0,0,3800,7
42944,Balanced Heartseeker,15,23248,13,1,0,1.0,0.0,0,1700,7
42945,Venerable Dal'Rend's Sacred Charge,7,25648,21,1,0,1.0,0.0,0,2800,7
42946,Charmed Ancient Bone Bow,2,30926,15,1,0,1.0,0.0,0,2800,7
42947,Dignified Headmaster's Charge,10,45947,17,1,0,1.0,0.0,0,2900,7
42948,Devout Aurastone Hammer,4,34109,21,1,0,1.0,0.0,0,2700,7
43185,Wand of Chilled Renewal,19,56148,26,174,0,257.0,478.0,3,1800,3
43186,Iceshrieker's Touch,19,57177,26,174,0,228.0,425.0,4,1600,3
43187,Weighted Throwing Axe,16,56150,25,174,0,202.0,376.0,0,2000,3
43188,Razor-sharp Ice Shards,16,56100,25,174,0,151.0,282.0,0,1500,3
43828,Touch of Light,19,56560,26,174,0,236.0,439.0,4,1800,2
43832,The Argent Resolve,8,50326,17,174,0,382.0,573.0,0,3600,2
43833,Blade of Echoes,7,56343,13,174,0,185.0,345.0,0,2600,2
43834,Staff of Redeemed Souls,10,50138,17,174,0,188.0,348.0,0,3000,2
43835,Hand of Gustav,4,50208,21,174,0,67.0,214.0,0,2400,2
43858,Vrykul Crusher,10,50133,17,174,0,307.0,462.0,0,2900,2
43873,Frail Bone Wand,19,56562,26,174,0,236.0,439.0,4,1800,2
43875,Axe of the Cunning,0,50073,13,174,0,185.0,345.0,0,2600,2
43880,Fair Touch of the Crusader,19,56479,26,174,0,236.0,439.0,4,1800,2
43883,Arete's Command,8,50326,17,174,0,360.0,541.0,0,3400,2
43885,Scourgehammer,5,50325,17,174,0,371.0,557.0,0,3500,2
43888,Blunt Brainwasher,4,50203,13,174,0,185.0,345.0,0,2600,2
43890,Interrogator's Flaming Knuckles,13,51152,21,174,0,178.0,332.0,0,2500,2
43893,Olakin's Enchanted Torch,19,57391,26,174,0,236.0,439.0,2,1800,2
43897,Frost Climber's Hatchet,0,51463,21,174,0,72.0,232.0,0,2600,2
43898,Icy Quick Edge,0,51463,13,174,0,114.0,212.0,0,1600,2
43899,Sapph's Cleaver,1,51385,17,174,0,382.0,573.0,0,3600,2
43900,Fleshwerk Throwing Glaive,16,56482,25,174,0,148.0,276.0,0,1600,2
43911,Vile's Poker,15,49207,13,174,0,121.0,226.0,0,1700,2
43915,Pilot's Knife,15,49206,13,174,0,100.0,186.0,0,1400,2
43916,Mace of the Final Command,4,50210,21,174,0,72.0,232.0,0,2600,2
43917,Ritualist's Bloodletter,15,56140,21,174,0,50.0,161.0,0,1800,2
43918,Shooter's Glory,18,50162,26,174,0,180.0,336.0,0,2800,2
43919,Curved Assassin's Dagger,15,49206,13,174,0,128.0,239.0,0,1800,2
43920,Growler's Intimidation,10,50145,17,174,0,307.0,462.0,0,2900,2
43921,Staff of Interrogation,10,50133,17,174,0,188.0,348.0,0,3000,2
43923,Bloodblade,7,49199,13,174,0,114.0,212.0,0,1600,2
43927,Wrought-Iron Staff,10,50141,17,174,0,188.0,348.0,0,3000,2
43928,Bow of Bone and Sinew,2,56508,15,174,0,180.0,336.0,0,2800,2
43929,Vile's Uglystick,5,50325,17,174,0,350.0,525.0,0,3300,2
44028,Vengance Shiv,15,52445,13,174,0,116.0,217.0,0,1500,3
44029,Quickblade of Cold Return,7,52571,13,174,0,124.0,231.0,0,1600,3
44050,Mastercraft Kalu'ak Fishing Pole,20,55572,17,200,0,447.0,672.0,0,3000,4
44091,Sharpened Scarlet Kris,15,3363,13,1,0,1.0,0.0,0,1500,7
44092,Reforged Truesilver Champion,8,23264,17,1,0,1.0,0.0,0,3600,7
44093,Upgraded Dwarven Hand Cannon,3,28636,26,1,0,1.0,0.0,0,2900,7
44094,The Blessed Hammer of Grace,4,21956,21,1,0,1.0,0.0,0,2700,7
44095,Grand Staff of Jordan,10,20298,17,1,0,1.0,0.0,0,3700,7
44096,Battleworn Thrash Blade,7,29769,13,1,0,1.0,0.0,0,2400,7
44393,Polished Zombie Exterminator,18,50166,26,174,0,196.0,366.0,0,2800,3
44394,Encrusted Zombie Finger,19,55296,26,174,0,257.0,478.0,4,1800,3
44395,Touch of Unlife,19,55296,26,174,0,257.0,478.0,4,1800,3
44734,Hammer of Quiet Mourning,4,57332,21,175,0,125.0,233.0,0,1600,3
44735,Crescent of Brooding Fury,0,57334,13,175,0,203.0,378.0,0,2600,3
44736,Sword of Heartwrenching Slaughter,7,52928,13,175,0,133.0,247.0,0,1700,3
44745,Blade of the Empty Void,7,57384,13,174,0,124.0,231.0,0,1600,3
44746,Knife of the Tarnished Soul,15,49373,13,174,0,140.0,260.0,0,1800,3
44747,Hammer of Wrenching Change,4,57385,21,174,0,64.0,204.0,0,2100,3
44748,Stave of Youthful Sorrow,10,50535,17,174,0,212.0,391.0,0,3100,3
45061,Foam Sword,14,58186,17,1,0,1.0,2.0,0,1500,0
45073,Spring Flowers,14,58372,13,1,0,1.0,2.0,0,2000,1
45176,Foam Sword,14,58187,17,1,0,1.0,2.0,0,1500,0
45177,Foam Sword,14,58188,17,1,0,1.0,2.0,0,1500,0
45178,Foam Sword,14,58189,17,1,0,1.0,2.0,0,1500,0
45179,Foam Sword,14,58190,17,1,0,1.0,2.0,0,1500,0
45858,Nat's Lucky Fishing Pole,20,20619,17,20,0,42.0,63.0,0,3000,3
45861,Diamond-tipped Cane,14,58588,17,6,0,5.0,9.0,0,2200,1
48716,Venerable Mass of McGowan,4,28799,13,1,1,1.0,0.0,0,2800,7
48718,Repurposed Lava Dredger,5,31265,17,1,1,1.0,0.0,0,2900,7
49778,Worn Greatsword,8,2380,17,2,1,3.0,5.0,0,2900,1
50055,Worn Dirk,15,6442,22,2,1,1.0,2.0,0,1600,1
50057,Sharp Dirk,15,37170,22,2,1,1.0,2.0,0,1600,1
