# entry,difficulty_entry_1,difficulty_entry_2,difficulty_entry_3,KillCredit1,KillCredit2,name,subname,IconName,gossip_menu_id,minlevel,maxlevel,exp,faction,npcflag,speed_walk,speed_run,speed_swim,speed_flight,detection_range,rank,dmgschool,DamageModifier,BaseAttackTime,RangeAttackTime,BaseVariance,RangeVariance,unit_class,unit_flags,unit_flags2,dynamicflags,family,type,type_flags,lootid,pickpocketloot,skinloot,PetSpellDataId,VehicleId,mingold,maxgold,AIName,MovementType,HoverHeight,HealthModifier,ManaModifier,ArmorModifier,ExperienceModifier,RacialLeader,movementId,RegenHealth,CreatureImmunitiesId,flags_extra,ScriptName,VerifiedBuild,model_idx,display_id,display_scale,model_probability,model_verified_build
30749,0,0,0,0,0,"[DND] Icecrown Airship (H) - Cannon Target, Shield",,,0,75,75,2,35,0,6,3.14286,1,1,20,0,0,1,2000,2000,1,1,1,0,2048,0,0,10,0,0,0,0,0,0,0,0,,0,1,1,1,1,1,0,240,1,0,128,,12340,1,11686,1,1,51831
30750,0,0,0,0,0,Through the Eye Kill Credit Bunny,,,0,1,1,2,35,0,1,1.14286,1,1,20,0,0,1,2000,2000,1,1,1,0,2048,0,0,10,1024,0,0,0,0,0,0,0,,0,1,1,1,1,1,0,0,1,0,128,,12340,0,1126,1,1,12340
30750,0,0,0,0,0,Through the Eye Kill Credit Bunny,,,0,1,1,2,35,0,1,1.14286,1,1,20,0,0,1,2000,2000,1,1,1,0,2048,0,0,10,1024,0,0,0,0,0,0,0,,0,1,1,1,1,1,0,0,1,0,128,,12340,1,17612,1,1,51831
30751,0,0,0,29880,0,Kul'galar Oracle,,,0,79,80,2,1885,0,1,1.14286,1,1,20,0,0,1,2000,2000,1,1,8,32768,2048,0,0,7,0,30751,30751,0,0,0,1667,2778,,0,1,1,1,1,1,0,0,1,0,0,,12340,0,27310,1,1,51831
30751,0,0,0,29880,0,Kul'galar Oracle,,,0,79,80,2,1885,0,1,1.14286,1,1,20,0,0,1,2000,2000,1,1,8,32768,2048,0,0,7,0,30751,30751,0,0,0,1667,2778,,0,1,1,1,1,1,0,0,1,0,0,,12340,1,27352,1,1,51831
30751,0,0,0,29880,0,Kul'galar Oracle,,,0,79,80,2,1885,0,1,1.14286,1,1,20,0,0,1,2000,2000,1,1,8,32768,2048,0,0,7,0,30751,30751,0,0,0,1667,2778,,0,1,1,1,1,1,0,0,1,0,0,,12340,2,27353,1,1,51831
30751,0,0,0,29880,0,Kul'galar Oracle,,,0,79,80,2,1885,0,1,1.14286,1,1,20,0,0,1,2000,2000,1,1,8,32768,2048,0,0,7,0,30751,30751,0,0,0,1667,2778,,0,1,1,1,1,1,0,0,1,0,0,,12340,3,27354,1,1,51831
30752,0,0,0,0,0,Orgrim's Hammer Gunner,,,0,80,80,2,1978,0,1,1.14286,1,1,20,0,0,1,2000,2000,1,1,1,0,2048,0,0,7,0,0,0,0,0,0,0,0,,0,1,1,1,1,1,0,0,1,0,0,,12340,0,27313,1,1,51831
30752,0,0,0,0,0,Orgrim's Hammer Gunner,,,0,80,80,2,1978,0,1,1.14286,1,1,20,0,0,1,2000,2000,1,1,1,0,2048,0,0,7,0,0,0,0,0,0,0,0,,0,1,1,1,1,1,0,0,1,0,0,,12340,1,27314,1,1,51831
30752,0,0,0,0,0,Orgrim's Hammer Gunner,,,0,80,80,2,1978,0,1,1.14286,1,1,20,0,0,1,2000,2000,1,1,1,0,2048,0,0,7,0,0,0,0,0,0,0,0,,0,1,1,1,1,1,0,0,1,0,0,,12340,2,27315,1,1,51831
30752,0,0,0,0,0,Orgrim's Hammer Gunner,,,0,80,80,2,1978,0,1,1.14286,1,1,20,0,0,1,2000,2000,1,1,1,0,2048,0,0,7,0,0,0,0,0,0,0,0,,0,1,1,1,1,1,0,0,1,0,0,,12340,3,27317,1,1,51831
30753,0,0,0,0,0,Orgrim's Hammer Engineer,,,0,80,80,2,1978,0,1,1.14286,1,1,20,0,0,1,2000,2000,1,1,1,0,2048,0,0,10,0,0,0,0,0,0,0,0,,0,1,1,1,1,1,0,0,1,0,0,,12340,0,27318,1,1,51831
30753,0,0,0,0,0,Orgrim's Hammer Engineer,,,0,80,80,2,1978,0,1,1.14286,1,1,20,0,0,1,2000,2000,1,1,1,0,2048,0,0,10,0,0,0,0,0,0,0,0,,0,1,1,1,1,1,0,0,1,0,0,,12340,1,27319,1,1,51831
30753,0,0,0,0,0,Orgrim's Hammer Engineer,,,0,80,80,2,1978,0,1,1.14286,1,1,20,0,0,1,2000,2000,1,1,1,0,2048,0,0,10,0,0,0,0,0,0,0,0,,0,1,1,1,1,1,0,0,1,0,0,,12340,2,27320,1,1,51831
30753,0,0,0,0,0,Orgrim's Hammer Engineer,,,0,80,80,2,1978,0,1,1.14286,1,1,20,0,0,1,2000,2000,1,1,1,0,2048,0,0,10,0,0,0,0,0,0,0,0,,0,1,1,1,1,1,0,0,1,0,0,,12340,3,27321,1,1,51831
30754,0,0,0,0,0,Orgrim's Hammer Crew,,,0,80,80,2,1978,0,1,1.14286,1,1,20,0,0,1,2000,2000,1,1,1,0,2048,0,0,7,0,0,0,0,0,0,0,0,,0,1,1,1,1,1,0,0,1,0,0,,12340,0,27322,1,1,51831
30754,0,0,0,0,0,Orgrim's Hammer Crew,,,0,80,80,2,1978,0,1,1.14286,1,1,20,0,0,1,2000,2000,1,1,1,0,2048,0,0,7,0,0,0,0,0,0,0,0,,0,1,1,1,1,1,0,0,1,0,0,,12340,1,27325,1,1,51831
30754,0,0,0,0,0,Orgrim's Hammer Crew,,,0,80,80,2,1978,0,1,1.14286,1,1,20,0,0,1,2000,2000,1,1,1,0,2048,0,0,7,0,0,0,0,0,0,0,0,,0,1,1,1,1,1,0,0,1,0,0,,12340,2,27326,1,1,51831
30754,0,0,0,0,0,Orgrim's Hammer Crew,,,0,80,80,2,1978,0,1,1.14286,1,1,20,0,0,1,2000,2000,1,1,1,0,2048,0,0,7,0,0,0,0,0,0,0,0,,0,1,1,1,1,1,0,0,1,0,0,,12340,3,27327,1,1,51831
30755,0,0,0,0,0,Kor'kron Reaver,,,0,80,80,0,35,0,1,1.42857,1,1,20,1,0,4.6,2000,2000,1,1,1,32768,2048,0,0,7,0,0,0,0,0,0,0,0,,0,1,3,1,1,1,0,144,1,0,65538,,12340,0,27328,1,1,51831
30755,0,0,0,0,0,Kor'kron Reaver,,,0,80,80,0,35,0,1,1.42857,1,1,20,1,0,4.6,2000,2000,1,1,1,32768,2048,0,0,7,0,0,0,0,0,0,0,0,,0,1,3,1,1,1,0,144,1,0,65538,,12340,1,27329,1,1,51831
30755,0,0,0,0,0,Kor'kron Reaver,,,0,80,80,0,35,0,1,1.42857,1,1,20,1,0,4.6,2000,2000,1,1,1,32768,2048,0,0,7,0,0,0,0,0,0,0,0,,0,1,3,1,1,1,0,144,1,0,65538,,12340,2,27333,1,1,51831
30755,0,0,0,0,0,Kor'kron Reaver,,,0,80,80,0,35,0,1,1.42857,1,1,20,1,0,4.6,2000,2000,1,1,1,32768,2048,0,0,7,0,0,0,0,0,0,0,0,,0,1,3,1,1,1,0,144,1,0,65538,,12340,3,27334,1,1,51831
30756,0,0,0,0,0,Avenging Spirit (1),,,0,80,80,2,14,0,1,1.14286,1,1,20,0,0,1,2000,2000,1,1,1,0,2048,8,0,6,1024,0,0,0,0,0,0,0,,0,1,0.952381,1,1,1,0,0,1,-357,0,,12340,0,10771,1,1,12340
30757,0,0,0,0,0,Avenging Spirit Summoner (1),,,0,80,81,0,114,0,0.8,0.285714,1,1,20,0,0,1,2000,2000,1,1,1,0,2048,0,0,10,1024,0,0,0,0,0,0,0,,0,1,1.25,1,1,1,0,70,1,0,0,,12340,0,169,1,1,12340
30757,0,0,0,0,0,Avenging Spirit Summoner (1),,,0,80,81,0,114,0,0.8,0.285714,1,1,20,0,0,1,2000,2000,1,1,1,0,2048,0,0,10,1024,0,0,0,0,0,0,0,,0,1,1.25,1,1,1,0,70,1,0,0,,12340,1,11686,1,1,12340
30758,0,0,0,0,0,Black Dragon Smoke Image (1),,,0,1,1,0,190,0,1,1.14286,1,1,20,0,0,1,2000,2000,1,1,1,0,2048,0,0,10,0,0,0,0,0,0,0,0,,0,1,1,1,1,1,0,0,1,0,0,,12340,0,21319,1,1,12340
30759,0,0,0,0,0,Bladespire Elder (1),,,0,71,73,1,1780,0,1.125,1.14286,1,1,20,0,0,1,2000,2000,1,1,2,32768,2048,0,0,7,0,22262,0,0,0,0,442,586,,1,1,1,1,1,1,0,51,1,0,0,,12340,0,19765,1,1,12340
30760,0,0,0,0,0,Bladespire Guardian (1),,,0,71,73,1,1780,0,1.125,1.14286,1,1,20,0,0,1,2000,2000,1,1,1,32768,2048,0,0,7,0,22261,0,0,0,0,532,704,,1,1,1,1,1,1,0,51,1,0,0,,12340,0,19762,1,1,12340
30761,0,0,0,0,0,Bladespire Keg King (1),,,0,71,73,1,1780,0,1.125,1.14286,1,1,20,0,0,1,1400,2000,1,1,1,0,2048,0,0,7,0,22263,0,0,0,0,526,698,,1,1,1,1,1,1,0,51,1,0,0,,12340,0,11544,1,1,12340
30762,0,0,0,0,0,Bloodthirsty Tundra Wolf (1),,,0,80,81,2,21,0,1.2,1,1,1,20,1,0,13,2000,2000,1,1,1,64,2048,0,1,1,1,30762,0,70212,13461,0,0,0,,0,1,5,1,1,2.5,0,0,1,0,0,,12340,0,22089,1,1,12340
30762,0,0,0,0,0,Bloodthirsty Tundra Wolf (1),,,0,80,81,2,21,0,1.2,1,1,1,20,1,0,13,2000,2000,1,1,1,64,2048,0,1,1,1,30762,0,70212,13461,0,0,0,,0,1,5,1,1,2.5,0,0,1,0,0,,12340,1,22044,1,1,12340
30763,0,0,0,0,0,Crystalfused Miner (1),,,0,70,70,1,90,0,1,1.14286,1,1,20,0,0,1,2000,2000,1,1,1,0,2048,0,0,3,0,23174,0,0,0,0,0,0,,0,1,1,1,1,1,0,0,1,0,0,,12340,0,18288,1,1,12340
30764,0,0,0,0,0,Dragonflayer Deathseeker (1),,,0,80,81,2,1885,0,1,1.14286,1,1,20,1,0,13,2000,2000,1,1,1,64,2048,0,0,7,0,30764,0,0,0,0,9582,15970,,0,1,5,5,1,2.5,0,0,1,0,0,,12340,0,28054,1,1,12340
30764,0,0,0,0,0,Dragonflayer Deathseeker (1),,,0,80,81,2,1885,0,1,1.14286,1,1,20,1,0,13,2000,2000,1,1,1,64,2048,0,0,7,0,30764,0,0,0,0,9582,15970,,0,1,5,5,1,2.5,0,0,1,0,0,,12340,1,28055,1,1,12340
30765,0,0,0,0,0,Dragonflayer Fanatic (1),,,0,80,81,2,1885,0,1,1.14286,1,1,20,1,0,13,2000,2000,1,1,1,64,2048,0,0,7,0,30765,0,0,0,0,9616,16026,,0,1,5,5,1,2.5,0,0,1,0,0,,12340,0,28056,1,1,12340
30765,0,0,0,0,0,Dragonflayer Fanatic (1),,,0,80,81,2,1885,0,1,1.14286,1,1,20,1,0,13,2000,2000,1,1,1,64,2048,0,0,7,0,30765,0,0,0,0,9616,16026,,0,1,5,5,1,2.5,0,0,1,0,0,,12340,1,28057,1,1,12340
30766,0,0,0,0,0,Dragonflayer Seer (1),,,0,80,81,2,1885,0,1,1.28571,1,1,20,1,0,13,2000,2000,1,1,2,64,2048,0,0,7,0,30766,0,0,0,0,9628,16048,,0,1,5,5,1,2.5,0,0,1,0,0,,12340,0,25657,1,1,12340
30766,0,0,0,0,0,Dragonflayer Seer (1),,,0,80,81,2,1885,0,1,1.28571,1,1,20,1,0,13,2000,2000,1,1,2,64,2048,0,0,7,0,30766,0,0,0,0,9628,16048,,0,1,5,5,1,2.5,0,0,1,0,0,,12340,1,25658,1,1,12340
30767,0,0,0,0,0,Dragonflayer Spectator (1),,,0,79,80,2,1885,0,1,1.14286,1,1,20,0,0,1,2000,2000,1,1,1,768,2048,0,0,7,0,0,0,0,0,0,9536,15892,,0,1,1,1,1,1,0,0,1,0,0,,12340,0,22293,1,1,12340
30767,0,0,0,0,0,Dragonflayer Spectator (1),,,0,79,80,2,1885,0,1,1.14286,1,1,20,0,0,1,2000,2000,1,1,1,768,2048,0,0,7,0,0,0,0,0,0,9536,15892,,0,1,1,1,1,1,0,0,1,0,0,,12340,1,22294,1,1,12340
30767,0,0,0,0,0,Dragonflayer Spectator (1),,,0,79,80,2,1885,0,1,1.14286,1,1,20,0,0,1,2000,2000,1,1,1,768,2048,0,0,7,0,0,0,0,0,0,9536,15892,,0,1,1,1,1,1,0,0,1,0,0,,12340,2,25393,1,1,12340
30767,0,0,0,0,0,Dragonflayer Spectator (1),,,0,79,80,2,1885,0,1,1.14286,1,1,20,0,0,1,2000,2000,1,1,1,768,2048,0,0,7,0,0,0,0,0,0,9536,15892,,0,1,1,1,1,1,0,0,1,0,0,,12340,3,25393,1,1,12340
30768,0,0,0,0,0,Ethereal Smoke Image (1),,,0,1,1,0,190,0,1,1.14286,1,1,20,0,0,1,2000,2000,1,1,1,0,2048,0,0,10,0,0,0,0,0,0,0,0,,0,1,1,1,1,1,0,0,1,0,0,,12340,0,21317,1,1,12340
30769,0,0,0,0,0,Felguard Smoke Image (1),,,0,1,1,0,190,0,1,1.14286,1,1,20,0,0,1,2000,2000,1,1,1,0,2048,0,0,10,0,0,0,0,0,0,0,0,,0,1,1,1,1,1,0,0,1,0,0,,12340,0,21365,1,1,12340
30770,0,0,0,0,0,Ferocious Rhino (1),,,0,82,82,2,974,0,1,0.992063,1,1,20,1,0,13,2000,2000,1,1,1,33554752,2048,8,0,1,72,0,0,0,0,0,0,0,,0,1,10,5,1,2.5,0,0,1,-361,0,,12340,0,26284,1,1,12340
30771,0,0,0,0,0,Flame Brazier (1),,,0,80,81,2,14,0,1,1.14286,1,1,20,1,0,13,2000,2000,1,1,1,33554432,2048,0,0,10,0,0,0,0,0,0,0,0,,0,1,1.25,1,1,1,0,0,1,0,128,,12340,0,11686,1,1,12340
30772,0,0,0,0,0,Frenzied Worgen (1),,,0,82,82,2,974,0,1,0.992063,1,1,20,1,0,13,2000,2000,1,1,1,33554752,2048,8,0,1,72,0,0,0,0,0,0,0,,0,1,10,5,1,2.5,0,0,1,-361,0,,12340,0,26327,1.15,1,12340
30773,0,0,0,0,0,Gan'arg Analyzer (1),,,0,70,70,0,90,0,1.19,1.14286,1,1,20,0,0,1,2000,2000,1,1,1,0,2048,0,0,3,0,23386,0,0,0,0,0,0,,1,1,1,1,1,1,0,0,1,0,0,,12340,0,18288,1,1,12340
30774,0,0,0,0,0,Gortok Palehoof (1),,,0,82,82,2,974,0,1,0.952381,1,1,20,1,0,13,2000,2000,1,1,1,33554752,2048,8,0,7,40,30774,0,0,0,0,10052,16752,,0,1,32,5,1,7.5,0,0,1,-361,1,,12340,0,27419,1,1,12340
30775,0,0,0,0,0,Grauf (1),,,0,82,82,2,21,0,1.44444,2.75,1,1,20,1,0,13,2000,2000,1,1,1,320,2048,8,0,2,0,0,0,0,0,0,0,0,,0,1,125,5,1,1,0,144,0,-361,0,,12340,0,27043,1,1,12340
30776,0,0,0,0,0,Gronn Smoke Image (1),,,0,1,1,0,190,0,1,1.14286,1,1,20,0,0,1,2000,2000,1,1,1,0,2048,0,0,10,0,0,0,0,0,0,0,0,,0,1,1,1,1,1,0,0,1,0,0,,12340,0,21260,1,1,12340
30777,0,0,0,0,0,Harpoon Loot Sparkles (1),,,0,80,81,2,114,0,1,0.992063,1,1,20,0,0,1,2000,2000,1,1,1,33555200,2048,0,0,10,1024,0,0,0,0,0,0,0,,0,1,1.6875,1,1,1,0,0,1,0,128,,12340,0,169,1,1,12340
30777,0,0,0,0,0,Harpoon Loot Sparkles (1),,,0,80,81,2,114,0,1,0.992063,1,1,20,0,0,1,2000,2000,1,1,1,33555200,2048,0,0,10,1024,0,0,0,0,0,0,0,,0,1,1.6875,1,1,1,0,0,1,0,128,,12340,1,16925,1,1,12340
30778,0,0,0,0,0,Image of Arthas (1),,,0,80,80,2,14,0,2,0.992063,1,1,20,1,0,13,2000,2000,1,1,1,33555200,2048,0,0,6,0,0,0,0,0,0,0,0,,0,1,1.25,1,1,1,0,53,1,-93,0,,12340,0,26100,1,1,12340
30779,0,0,0,0,0,Jormungar Worm (1),,,0,80,81,2,14,0,1,1.14286,1,1,20,0,0,1,2000,2000,1,1,1,0,2048,8,0,1,0,0,0,0,0,0,0,0,,0,1,0.3125,0.5,1,1,0,0,1,0,0,,12340,0,15554,1,1,12340
30780,0,0,0,0,0,King Bjorn (1),,,0,80,81,2,14,0,1,1.14286,1,1,20,3,0,70,2000,2000,1,1,1,33555200,2048,8,0,10,4,0,0,0,0,0,0,0,,0,1,1.25,1,1,2.5,0,0,1,0,0,,1,0,11686,1,1,1
30781,0,0,0,0,0,King Bjorn Visual (1),,,0,1,1,0,35,0,1,1.14286,1,1,20,3,0,70,2000,2000,1,1,1,0,2048,8,0,10,4,0,0,0,0,0,0,0,,0,1,1.25,1,1,1,0,0,1,0,0,,12340,0,28085,1,1,12340
30782,0,0,0,0,0,King Haldor (1),,,0,80,81,2,14,0,1,1.14286,1,1,20,3,0,70,2000,2000,1,1,1,33555200,2048,8,0,10,4,0,0,0,0,0,0,0,,0,1,1.25,1,1,2.5,0,0,1,0,0,,1,0,11686,1,1,1
30783,0,0,0,0,0,King Haldor Visual (1),,,0,1,1,0,35,0,1,1.14286,1,1,20,3,0,70,2000,2000,1,1,1,0,2048,8,0,10,4,0,0,0,0,0,0,0,,0,1,1.25,1,1,1,0,0,1,0,0,,12340,0,28086,1,1,12340
30784,0,0,0,0,0,King Ranulf (1),,,0,80,81,2,14,0,1,1.14286,1,1,20,3,0,70,2000,2000,1,1,1,33555200,2048,8,0,10,4,0,0,0,0,0,0,0,,0,1,1.25,1,1,2.5,0,0,1,0,0,,1,0,11686,1,1,1
30785,0,0,0,0,0,King Ranulf Visual (1),,,0,1,1,0,35,0,1,1.14286,1,1,20,3,0,70,2000,2000,1,1,1,0,2048,8,0,10,4,0,0,0,0,0,0,0,,0,1,1.25,1,1,1,0,0,1,0,0,,12340,0,28087,1,1,12340
30786,0,0,0,0,0,King Tor (1),,,0,80,81,2,14,0,1,1.14286,1,1,20,3,0,70,2000,2000,1,1,1,33555200,2048,8,0,10,4,0,0,0,0,0,0,0,,0,1,1.25,1,1,2.5,0,0,1,0,0,,1,0,11686,1,1,1
30787,0,0,0,0,0,King Tor Visual (1),,,0,1,1,0,35,0,1,1.14286,1,1,20,3,0,70,2000,2000,1,1,1,0,2048,8,0,10,4,0,0,0,0,0,0,0,,0,1,1.25,1,1,1,0,0,1,0,0,,12340,0,28088,1,1,12340
30788,0,0,0,0,0,King Ymiron (1),,,0,82,82,2,14,0,1,1.07143,1,1,20,1,0,13,2000,2000,1,1,1,64,2048,8,0,6,72,30788,0,0,0,0,0,0,,0,1,42,1,1,10,0,0,1,-361,1,,12340,0,28019,1,1,12340
30789,0,0,0,0,0,Lakota Windsong (1),,,0,30,30,0,104,2,1,1.14286,1,1,20,0,0,1,2000,2000,1,1,1,512,2048,0,0,7,4096,0,0,0,0,0,0,0,,0,1,1.05,1,1,1,0,0,1,0,0,,12340,0,10092,1,1,12340
30790,0,0,0,0,0,Massive Jormungar (1),,,0,82,82,2,974,0,1,0.992063,1,1,20,1,0,13,2000,2000,1,1,1,33554752,2048,8,42,1,72,0,0,0,0,0,0,0,,0,1,10,5,1,2.5,0,0,1,-361,0,,12340,0,24564,1,1,12340
30791,0,0,0,0,0,Mindless Servant (1),,,0,80,81,2,21,0,1,1.14286,1,1,20,0,0,1,2000,2000,1,1,1,0,2048,0,0,6,0,0,0,0,0,0,0,0,,0,1,0.375,1,1,1,0,0,1,-93,0,,12340,0,7869,1,1,12340
30792,0,0,0,0,0,Mingo (1),Reagents,,8724,71,73,1,1872,129,1.6,1.14286,1,1,20,0,0,1,2000,2000,1,1,1,0,2048,0,0,7,0,0,0,0,0,0,0,0,,0,1,1,1,1,1,0,51,1,0,0,,12340,0,21327,1,1,12340
30793,0,0,0,0,0,Mo'arg Extractor (1),,,0,71,71,1,90,0,0.94444,0.95238,1,1,20,0,0,1,2000,2000,1,1,1,0,2048,0,0,3,0,0,0,0,0,0,0,0,,0,1,1,1,1,1,0,0,1,0,0,,12340,0,18368,1,1,12340
30794,0,0,0,0,0,Oacha'noa (1),Goddess of the Depths,,0,83,83,2,190,0,1,1.14286,1,1,20,3,0,70,2000,2000,1,1,2,0,2048,0,0,10,36,0,0,0,0,0,0,0,,0,1,100,100,1,1,0,188,1,0,0,,12340,0,23970,1,1,12340
30795,0,0,0,0,0,Ogre Smoke Image (1),,,0,62,63,1,190,0,1,1.14286,1,1,20,0,0,1,2000,2000,1,1,1,0,2048,0,0,10,0,0,0,0,0,0,0,0,,0,1,1,1,1,1,0,0,1,0,0,,12340,0,21245,1,1,12340
30796,0,0,0,0,0,Ogri'la Keg King (1),Drink Vendor,,8721,71,73,1,1872,129,1.6,1.14286,1,1,20,0,0,1,2000,2000,1,1,1,0,2048,0,0,7,0,0,0,0,0,0,0,0,,0,1,1,1,1,1,0,51,1,0,0,,12340,0,21327,1,1,12340
30797,0,0,0,0,0,Ogri'la Merchant (1),General Goods,,8716,71,73,1,1872,129,1.6,1.14286,1,1,20,0,0,1,2000,2000,1,1,1,0,2048,0,0,7,0,0,0,0,0,0,0,0,,0,1,1,1,1,1,0,51,1,0,0,,12340,0,21409,1,1,12340
30798,0,0,0,0,0,Ogri'la Peacekeeper (1),,,0,71,73,1,1874,0,1.6,1.14286,1,1,20,1,0,13,1500,2000,1,1,1,0,2048,0,0,7,0,0,0,0,0,0,0,0,,0,1,10,5,1,1,0,51,1,0,98304,,12340,0,19906,1,1,12340
30799,0,0,0,0,0,Ogri'la Steelshaper (1),Blacksmithing Supplies,,8723,71,73,1,1872,4225,1.6,1.14286,1,1,20,0,0,1,2000,2000,1,1,1,0,2048,0,0,7,0,0,0,0,0,0,0,0,,0,1,1,1,1,1,0,51,1,0,0,,12340,0,21407,1,1,12340
30800,0,0,0,0,0,Ogri'la Storyteller (1),,,0,71,73,1,1872,0,1.6,1.14286,1,1,20,0,0,1,1500,2000,1,1,1,0,2048,0,0,7,0,0,0,0,0,0,0,0,,0,1,1,1,1,1,0,51,1,0,0,,12340,0,21374,1,1,12340
30801,0,0,0,0,0,Ogri'la Trader (1),Trade Goods,,8722,71,73,1,1872,129,1.6,1.14286,1,1,20,0,0,1,2000,2000,1,1,1,0,2048,0,0,7,0,0,0,0,0,0,0,0,,0,1,1,1,1,1,0,51,1,0,0,,12340,0,21411,1,1,12340
30802,0,0,0,0,0,Rabid Dire Bear *Unused* (1),,,0,1,1,0,35,0,1,1.14286,1,1,20,1,0,13,2000,2000,1,1,1,0,2048,0,0,1,0,0,0,0,0,0,0,0,,0,1,5,1,1,1,0,0,1,0,0,,12340,0,23992,1,1,12340
30803,0,0,0,0,0,Ravenous Furbolg (1),,,0,82,82,2,974,0,0.666668,0.992063,1,1,20,1,0,13,2000,2000,1,1,2,33554752,2048,8,0,7,72,0,0,0,0,0,0,0,,0,1,10,5,1,2.5,0,0,1,-361,0,,12340,0,23999,1,1,12340
30804,0,0,0,0,0,Ritual Channeler (1),,,0,81,81,2,16,0,1,1.14286,1,1,20,0,0,1,2000,2000,1,1,2,32768,2048,0,0,6,0,0,0,0,0,0,0,0,,0,1,1,4,1,1,0,0,1,0,0,,1,0,10702,1,1,1
30805,0,0,0,0,0,Ritual Target (1),,,0,80,81,2,14,0,1,1.14286,1,1,20,0,0,1,2000,2000,1,1,2,33554944,2048,0,0,10,0,0,0,0,0,0,0,0,,0,1,1.25,1,1,1,0,0,1,0,130,,12340,0,169,1,1,12340
30805,0,0,0,0,0,Ritual Target (1),,,0,80,81,2,14,0,1,1.14286,1,1,20,0,0,1,2000,2000,1,1,2,33554944,2048,0,0,10,0,0,0,0,0,0,0,0,,0,1,1.25,1,1,1,0,0,1,0,130,,12340,1,11686,1,1,12340
30806,0,0,0,0,0,Scourge Hulk (1),,,0,81,81,2,21,0,1,1.14286,1,1,20,1,0,13,2000,2000,1,1,1,64,2048,0,0,6,0,30806,0,0,0,0,0,0,,0,1,10,5,1,2.5,0,0,1,-93,0,,12340,0,12818,1,1,12340
30807,0,0,0,0,0,Skadi the Ruthless (1),,,0,82,82,2,21,0,1,1.42857,1,1,20,1,0,13,2000,2000,1,1,1,320,2048,8,0,6,8,30807,0,0,0,0,0,0,,0,1,32,5,1,7.5,0,144,1,-361,2147483649,,12340,0,27418,1,1,12340
30808,0,0,0,0,0,Spirit Fount (1),,,0,82,82,2,14,0,1,1.14286,1,1,20,0,0,1,2000,2000,1,1,1,0,2048,8,0,10,1024,0,0,0,0,0,0,0,,0,1,1.25,1,1,1,0,70,1,0,130,,12340,0,169,1,1,12340
30808,0,0,0,0,0,Spirit Fount (1),,,0,82,82,2,14,0,1,1.14286,1,1,20,0,0,1,2000,2000,1,1,1,0,2048,8,0,10,1024,0,0,0,0,0,0,0,,0,1,1.25,1,1,1,0,70,1,0,130,,12340,1,11686,1,1,12340
30809,0,0,0,0,0,Svala (1),,,0,82,82,2,21,0,0.4,1.14286,1,1,20,0,0,1,2000,2000,1,1,1,0,2048,0,0,7,0,0,0,0,0,0,0,0,,0,3,1.25,15,1,1,0,122,1,-361,1,,12340,0,25944,1,1,12340
30810,0,0,0,0,0,Svala Sorrowgrave (1),,,0,82,82,2,21,0,0.4,1.14286,1,1,20,1,0,13,2000,2000,1,1,1,0,2048,0,0,6,8,30810,0,0,0,0,0,0,,0,3,32,1,1,7.5,0,122,1,-361,1,,12340,0,26096,1,1,12340
30811,0,0,0,0,0,Tork (1),,,0,65,65,1,1872,0,1.6,1.14286,1,1,20,0,0,1,1500,2000,1,1,1,0,2048,0,0,7,0,0,0,0,0,0,0,0,,0,1,1,1,1,1,0,51,1,0,0,,12340,0,21428,1,1,12340
30812,0,0,0,0,0,Torki (1),,,0,65,65,1,1872,0,1.6,1.14286,1,1,20,0,0,1,1500,2000,1,1,1,0,2048,0,0,7,0,0,0,0,0,0,0,0,,0,1,1,1,1,1,0,51,1,0,0,,12340,0,21432,1,1,12340
30813,0,0,0,0,0,Torkus Jr. (1),,,0,65,65,1,1872,0,1.125,1.14286,1,1,20,0,0,1,1500,2000,1,1,2,0,2048,0,0,7,1024,0,0,0,0,0,0,0,,1,1,1,1,1,1,0,153,1,0,0,,12340,0,21433,1,1,12340
30814,0,0,0,0,0,Vortex Shardling (1),,,0,70,72,1,778,0,1,1.14286,1,1,20,0,0,1,2000,2000,1,1,1,0,2048,0,0,5,512,0,0,0,0,0,0,0,,0,1,1,1,1,1,0,0,1,0,0,,12340,0,20973,1,1,12340
30814,0,0,0,0,0,Vortex Shardling (1),,,0,70,72,1,778,0,1,1.14286,1,1,20,0,0,1,2000,2000,1,1,1,0,2048,0,0,5,512,0,0,0,0,0,0,0,,0,1,1,1,1,1,0,0,1,0,0,,12340,1,20908,1,1,12340
30814,0,0,0,0,0,Vortex Shardling (1),,,0,70,72,1,778,0,1,1.14286,1,1,20,0,0,1,2000,2000,1,1,1,0,2048,0,0,5,512,0,0,0,0,0,0,0,,0,1,1,1,1,1,0,0,1,0,0,,12340,2,20909,1,1,12340
30815,0,0,0,0,0,Wolf Spirit Visual (Ymirjar Dusk Shaman) (1),,,0,1,1,0,21,0,1,1.14286,1,1,20,1,0,13,2000,2000,1,1,1,0,2048,0,0,1,0,0,0,0,0,0,0,0,,0,1,1.25,1,1,1,0,0,1,0,0,,12340,0,11418,1,1,12340
30816,0,0,0,0,0,Ymirjar Berserker (1),,,0,80,81,2,21,0,1,1.07143,1,1,20,1,0,13,2000,2000,1,1,1,64,2048,0,0,6,0,30816,0,0,0,0,0,0,,0,1,5,5,1,2.5,0,0,1,-93,0,,12340,0,25242,1,1,12340
